record_id,facility_id,facility_name,city,region,reporting_month,supplier_id,supplier_type,energy_kwh,water_m3,production_units,waste_tonnes,recycled_waste_tonnes,scope1_tco2e,scope2_tco2e,supplier_spend_inr,energy_unit
ESG100017,F008,Jaipur Plant,Jaipur,North,2025-09-01,S007,Chemicals,28622.93284607341,11059.138956024708,9748.018341857174,190.5417976411977,104.61014632264614,43.236210437235854,15.533575975037692,573514.9437481528,kWh
ESG100018,F008,Jaipur Plant,Jaipur,North,2025-06-01,S026,Logistics,91195.63960366823,9273.530359354678,9625.430482513708,322.71873141572985,235.0215070961113,56.84290576608963,47.12131755732085,479848.9929012021,kWh
ESG100019,F004,Chennai Plant,Chennai,South,2026-03-01,S010,Packaging,76657.67528678557,13842.428193706934,6165.690609448878,183.60071425118468,120.6688001109922,48.48184144869722,31.947880372558554,497148.21687225805,kWh
ESG100020,F008,Jaipur Plant,Jaipur,North,2025-05-01,S038,Raw Material,68385.00281982243,12777.223982177675,10437.761084477863,68.04813493444804,48.60948425115673,37.89048329214112,31.162198515795936,242608.52053352495,kWh
ESG100021,F005,Ahmedabad Plant,Ahmedabad,West,2025-06-01,S010,Packaging,55252.81057064306,5690.721642939054,19228.084220137636,256.3922798518198,160.59490764346228,30.42401470053249,24.08760024172336,227822.24479131598,kWh
ESG100022,F008,Jaipur Plant,Jaipur,North,2025-05-01,S036,Packaging,57137.64420363007,10883.596494122645,12805.50438742608,333.1523509549868,275.8514207371589,16.844268115687534,23.133278173790853,572479.9487795111,kWh
ESG100023,F008,Jaipur Plant,Jaipur,North,2025-06-01,S028,Logistics,109025.02058531743,10623.767691253255,12876.03460220365,200.35118225807932,95.42823234108222,41.592681190538855,38.89803759359766,437592.3460559309,kWh
ESG100024,F007,Hyderabad Plant,Hyderabad,South,2025-04-01,S005,Raw Material,93882.03040867386,6390.696194748738,12810.7987328925,174.5834801013244,108.22928754435061,33.920181363896255,46.656599928504185,435655.49887049804,kWh
ESG100025,F008,Jaipur Plant,Jaipur,North,2025-04-01,S060,Maintenance,96204.01353396747,6497.587625674622,16784.63493562329,94.76747245639565,77.26106129962112,36.68131758439782,35.65987078605992,338404.1892228314,kWh
ESG100026,F006,Kolkata Plant,Kolkata,East,2025-12-01,S046,Chemicals,40710.806279789686,9343.760636969073,10287.940937460551,163.06774837217318,118.40723468263842,47.78611275884664,20.942650204135035,444911.5788871623,kWh
ESG100027,F005,Ahmedabad Plant,Ahmedabad,West,2025-10-01,S023,Logistics,87572.73677757182,11542.927787615026,13502.619928312653,196.04065838595298,115.44811158178818,36.00548075439234,46.48144642650206,577712.7833483669,kWh
ESG100028,F007,Hyderabad Plant,Hyderabad,South,2026-03-01,S051,Packaging,72133.01223530971,5517.631192893735,6853.698254054353,226.50149609747714,151.03355902310264,18.324449718465555,19.26221551434476,535172.6004277646,kWh
ESG100029,F008,Jaipur Plant,Jaipur,North,2026-01-01,S042,Packaging,80823.80009908481,10176.941219075512,5901.856882115666,94.88226348618053,43.1748244206639,39.7676283260144,42.94105313059851,392264.0199094996,kWh
ESG100030,F008,Jaipur Plant,Jaipur,North,2025-04-01,S029,Logistics,40036.15559917659,10095.680883008847,11817.471682448275,188.4608401044155,147.88653748457378,49.912541054053854,16.81496250067268,208499.52403369048,kWh
ESG100031,F005,Ahmedabad Plant,Ahmedabad,West,2025-07-01,S027,Packaging,35543.27713217568,9920.01353866569,15032.24199516546,212.96221987078206,131.95142132882611,38.743299606694116,11.22963853582624,282913.21937122627,kWh
ESG100032,F006,Kolkata Plant,Kolkata,East,2026-02-01,S046,Chemicals,49489.20521768902,12508.930171055146,14047.678023282639,228.18090321671747,192.65646163961475,18.220821820017886,18.853945367478033,443162.9241324691,kWh
ESG100033,F001,Delhi Plant,Delhi,North,2025-08-01,S027,Chemicals,54953.65986205036,10888.139427490565,13804.070474701888,333.4865869975623,262.3932380427898,52.60578239550918,19.47580775006813,438400.65474326175,kWh
ESG100034,F006,Kolkata Plant,Kolkata,East,2026-01-01,S028,Raw Material,54558.28156231465,7057.566762154349,14626.754989527008,140.3590507510759,72.7482604502236,53.843634221466445,19.916828991083843,460792.9303761759,kWh
ESG100035,F007,Hyderabad Plant,Hyderabad,South,2025-05-01,S039,Packaging,52537.686063791705,9022.882175334065,10277.697974149205,209.5027644940239,100.56068240521847,32.90121092956632,26.399380159304872,608703.3582173719,kWh
ESG100036,F005,Ahmedabad Plant,Ahmedabad,West,2026-03-01,S054,Raw Material,84541.13574097569,4461.779726386774,8749.79980888161,206.03397747538037,151.62033209385905,27.788888628004777,30.09627054979924,593926.1543019635,kWh
ESG100037,F002,Mumbai Plant,Mumbai,West,2025-09-01,S051,Maintenance,88748.52979253122,11276.022875112058,10255.363267117926,269.94900517389,134.60079410850096,45.979841577228754,34.777733211020575,439984.6259204065,kWh
ESG100038,F008,Jaipur Plant,Jaipur,North,2025-04-01,S051,Chemicals,99331.36105567796,6691.72546239483,11219.473950613217,143.8963520012231,70.56179415837745,19.87950545617697,52.64925009057118,416919.2656265194,kWh
ESG100039,F007,Hyderabad Plant,Hyderabad,South,2025-11-01,S030,Raw Material,41981.35645603692,6941.273824914806,11874.644081375644,227.32406982221883,140.96065808948575,58.13438793095513,12.968268584144074,389497.0246093932,kWh
ESG100040,F004,Chennai Plant,Chennai,South,2025-08-01,S001,Logistics,48710.03266251364,12321.997612124127,12123.521338650426,170.55345185640155,152.01945004617025,29.67643648786779,13.31405724790597,240309.26468727304,kWh
ESG100041,F004,Chennai Plant,Chennai,South,2025-04-01,S022,Logistics,60260.386793975806,,15663.445637741543,195.14555695308277,102.3052528409721,32.845931713433785,28.436925144294925,663772.6806198538,kWh
ESG100042,F008,Jaipur Plant,Jaipur,North,2025-06-01,S020,Raw Material,87.71140197615448,11022.593787887325,18200.6571626126,226.72900715064605,145.23351845772942,38.25021979876645,27.538256307427343,544001.9600159338,MWh
ESG100043,F004,Chennai Plant,Chennai,South,2025-06-01,S006,Chemicals,58135.664560187965,8482.39354647553,11060.308505388366,166.3319353022681,90.96190020749572,22.544896526613055,18.642869017571435,276517.703112821,kWh
ESG100044,F003,Pune Plant,Pune,West,2025-05-01,S050,Chemicals,18826.18729343036,17040.747999745727,16486.753848520402,197.7767705699419,171.69921188566855,32.80725641241524,7.011249978398418,385533.32269480155,kWh
ESG100045,F005,Ahmedabad Plant,Ahmedabad,West,2025-09-01,S031,Logistics,109092.78039296388,10769.037096600816,10056.145368837944,186.05118529337105,150.91659181222562,55.10957750144951,32.31802059153466,563335.1144521809,kWh
ESG100046,F004,Chennai Plant,Chennai,South,2025-05-01,S026,Maintenance,88301.87015496813,12315.462587227226,11365.900698522524,283.6694284064213,130.78802259956348,41.23544556783895,25.148021925098565,463373.45010583743,kWh
ESG100047,F001,Delhi Plant,Delhi,North,2026-02-01,S031,Chemicals,61348.11886822908,8074.152317691068,8324.21200304011,322.40324613973246,265.7861361498715,51.968949851788196,20.351857917153925,673504.1693449487,kWh
ESG100048,F005,Ahmedabad Plant,Ahmedabad,West,2025-04-01,S034,Raw Material,59490.69156828894,9193.475645375289,13462.568590758994,177.0669647137929,102.77322868396894,48.05626453543815,20.285307330224242,279426.3732800954,kWh
ESG100049,F002,Mumbai Plant,Mumbai,West,2025-07-01,S003,Chemicals,48934.922127959275,10774.816339773224,11267.45468516311,157.1875378810318,78.92248884915055,23.935773062387728,25.33086417939467,358439.04787099024,kWh
ESG100050,F004,Chennai Plant,Chennai,South,2025-04-01,S051,Maintenance,85383.4646324719,15048.953981568018,12787.66174268989,210.67249007676608,158.83498475811646,44.2849567380749,30.39618055563643,272605.08984488813,kWh
ESG100051,F007,Hyderabad Plant,Hyderabad,South,2025-09-01,S018,Logistics,66925.88974431432,8592.61695432545,9995.776603660353,231.42670829232296,129.23728423254525,8.486847364484746,26.35976590804744,814323.9177650473,kWh
ESG100052,F005,Ahmedabad Plant,Ahmedabad,West,2025-09-01,S055,Maintenance,65972.018080275,5685.00309691794,10024.447495500362,241.79674426576833,193.70386331288216,35.62652884981334,23.773067856584923,262208.8043545058,kWh
ESG100053,F004,Chennai Plant,Chennai,South,2026-03-01,S019,Packaging,53343.806555694755,11339.596734659206,8101.306202906624,227.45274064568605,146.8900307271472,34.70922095626735,18.56120328540935,410460.32401541853,kWh
ESG100054,F008,Jaipur Plant,Jaipur,North,2026-02-01,S033,Raw Material,66656.27765338143,9178.910921256158,14100.628947575,221.06444327948935,164.8757398229576,37.065677230946896,29.821870497258992,526003.5660174752,kWh
ESG100055,F008,Jaipur Plant,Jaipur,North,2026-01-01,S042,Chemicals,88010.5665598037,15462.874276422397,8561.925967050138,195.61325074997185,167.63923631372728,51.65014687365296,23.25539314943709,600999.9474724461,kWh
ESG100056,F004,Chennai Plant,Chennai,South,2025-11-01,S003,Packaging,74932.32560838513,13428.640707311546,7485.457380919423,150.57460342676885,133.95811671703152,30.167887261110522,40.813185241698335,788503.3889684515,kWh
ESG100057,F002,Mumbai Plant,Mumbai,West,2026-02-01,S045,Maintenance,69755.95215325846,10530.70170209448,11370.172025316378,202.41076043660723,140.80171140972317,26.936500389796414,25.546791456751368,400471.9828685259,kWh
ESG100058,F006,Kolkata Plant,Kolkata,East,2025-08-01,S042,Logistics,75468.12521719834,10795.436077026281,12014.359673565543,182.92201241445406,160.67997697980562,41.46757059316718,34.86969740755622,291973.10961972986,kWh
ESG100059,F002,Mumbai Plant,Mumbai,West,2025-08-01,S006,Chemicals,90067.46016013299,12335.186580012465,12246.814569122977,122.70940304144287,97.43972474156757,49.77308902941441,28.549985740392334,377150.3727031164,kWh
ESG100060,F008,Jaipur Plant,Jaipur,North,2025-05-01,S018,Chemicals,69205.59006338126,11869.919423665282,12772.653540909092,215.47971503869692,101.7965400703841,33.15266511717567,37.43483302331487,445770.1856502459,kWh
ESG100061,F005,Ahmedabad Plant,Ahmedabad,West,2025-12-01,S034,Packaging,83318.19654976984,7792.8412022746,9486.81789776494,185.96477400644383,114.1769037826011,34.92595189674117,27.29817647007086,,kWh
ESG100062,F002,Mumbai Plant,Mumbai,West,2026-01-01,S055,Chemicals,80430.54003922454,11986.50366901991,8318.500079225401,226.4437349396328,195.785277987569,45.21745586847591,25.92324925612478,508224.04770599806,kWh
ESG100063,F003,Pune Plant,Pune,West,2025-12-01,S035,Maintenance,82592.97842853525,9719.427580750345,12501.17100808017,218.35629833113927,138.2365052134934,32.77521499241182,27.016951747776123,345183.1508111172,kWh
ESG100064,F002,Mumbai Plant,Mumbai,West,2025-08-01,S017,Maintenance,60242.01829295837,9845.167300354688,14226.523983710647,76.01491541918755,66.49745807769945,60.405981082576176,25.67446994298554,585065.3442574515,kWh
ESG100065,F001,Delhi Plant,Delhi,North,2025-12-01,S059,Logistics,90823.5876254134,10513.8565363961,10434.603945760791,224.17740582884863,183.71745385116125,44.59176608740802,29.48454835049077,349501.1174586518,kWh
ESG100066,F002,Mumbai Plant,Mumbai,West,2025-12-01,S051,Chemicals,41904.843799554794,7367.453680322502,19352.739457919488,197.39249920808987,175.19555507772347,35.0903051920352,17.824587215782913,451902.15320402366,kWh
ESG100067,F001,Delhi Plant,Delhi,North,2025-10-01,S023,Maintenance,70609.48172920517,13324.124493527757,11982.902234791534,134.40639291722493,87.57013760440134,34.99394519132564,22.0547840476591,336697.7397477835,kWh
ESG100068,F004,Chennai Plant,Chennai,South,2025-04-01,S058,Raw Material,49858.213850382395,10816.152919137503,12437.71154205825,232.64203763774563,142.59164147508594,30.013874941894077,24.63734396231873,468290.0365300159,kWh
ESG100069,F002,Mumbai Plant,Mumbai,West,2025-11-01,S033,Chemicals,41517.24018025816,11937.075477646624,10967.599796613598,239.64436436545145,186.8665369060319,54.229231385137346,14.660338193306943,585790.4902162311,kWh
ESG100070,F006,Kolkata Plant,Kolkata,East,2026-01-01,S006,Chemicals,93379.53761427244,13662.932064650422,13894.700881126992,270.293368272757,173.699690413264,22.155591054751227,47.35278024690247,317291.6667713792,kWh
ESG100071,F004,Chennai Plant,Chennai,South,2025-06-01,S035,Chemicals,61151.12426928928,8343.011318678426,16541.527754618022,187.85692556847815,85.04621064524665,30.89754685959659,28.411899040168958,571273.6933087665,kWh
ESG100072,F002,Mumbai Plant,Mumbai,West,2025-04-01,S059,Chemicals,61484.09076561546,14542.180830013054,13214.427978033,108.09136316516177,73.89962959633162,48.11244517375146,29.194945766428457,422221.9803030753,kWh
ESG100073,F005,Ahmedabad Plant,Ahmedabad,West,2026-01-01,S059,Chemicals,71408.49035957149,13986.202420444984,13488.528924581007,197.81448800670228,167.25380387371627,40.491377351110756,21.92052498271992,651226.5036854661,kWh
ESG100074,F005,Ahmedabad Plant,Ahmedabad,West,2025-06-01,S054,Logistics,49948.14199069394,14890.373621313312,9215.599378059816,193.21392079164292,157.8017386101328,30.533906324875154,27.330045676427016,415404.63324710744,kWh
ESG100075,F004,Chennai Plant,Chennai,South,2025-08-01,S046,Raw Material,55920.076675981814,15300.56087702927,11953.282861983364,309.19508064880955,257.66163906081573,67.81925565133146,18.123799017832514,434612.21088654996,kWh
ESG100076,F004,Chennai Plant,Chennai,South,2025-04-01,S006,Chemicals,59056.31304060872,10689.930455843913,14292.900806891794,145.474374594369,117.58625988677494,53.011877929487525,19.899458826146684,292898.90892601246,kWh
ESG100077,F001,Delhi Plant,Delhi,North,2026-02-01,S042,Chemicals,77958.67839477712,17837.392323255834,9861.517688132153,115.94138418993359,53.96718449202488,31.16663924503413,42.22525735961214,290569.83685640746,kWh
ESG100078,F008,Jaipur Plant,Jaipur,North,2025-08-01,S030,Logistics,61519.62236913554,12652.522841690827,13726.367513335032,156.94830869854857,131.39173490971862,23.20898480245608,19.32532438844238,565238.684677101,kWh
ESG100079,F002,Mumbai Plant,Mumbai,West,2025-07-01,S002,Raw Material,41732.12593540299,9955.556051828122,10080.97973762277,175.18172630832572,128.8343230892458,33.116353698732304,11.705263436121086,10000.0,kWh
ESG100080,F003,Pune Plant,Pune,West,2025-06-01,S049,Packaging,61494.06584840542,11965.44421123718,6410.6264770904445,151.90570618377916,100.22497209692297,35.89576612947353,30.769226353633947,738109.9908259897,kWh
ESG100081,F002,Mumbai Plant,Mumbai,West,2025-04-01,S011,Chemicals,50407.465298865,13402.959488318007,15777.308012205842,267.1692035452748,160.4593779403071,41.47151150938073,23.18336146719119,450347.8664314295,kWh
ESG100082,F006,Kolkata Plant,Kolkata,East,2025-08-01,S035,Raw Material,54983.03942781173,11129.816337981256,10045.848451552654,148.07423467753287,102.40822404025346,35.220728941046545,16.957334088662687,273352.04387657164,kWh
ESG100083,F001,Delhi Plant,Delhi,North,2025-09-01,S024,Packaging,70230.76040620341,8791.726400048341,10962.337889709841,221.51921783101204,131.06142383415005,44.523596043182145,30.23991768442523,390028.6015296702,kWh
ESG100084,F003,Pune Plant,Pune,West,2026-02-01,S020,Logistics,40471.40147400838,11143.909120102488,5129.829912380485,214.57118251448372,116.4158052772032,32.71008115891688,12.722004183589295,704753.248708183,kWh
ESG100085,F007,Hyderabad Plant,Hyderabad,South,2026-02-01,S050,Raw Material,64481.942711005264,10053.596660786481,14533.458400369913,204.1416767741799,179.7200137649068,44.01235130625355,23.90255159541918,508734.50019659183,kWh
ESG100086,F005,Ahmedabad Plant,Ahmedabad,West,2026-01-01,S050,Packaging,63657.58609876638,10932.972176220943,12311.034895585868,82.88367398600549,65.05283511940833,49.19232644915928,20.53847159357275,809855.2902490717,kWh
ESG100087,F008,Jaipur Plant,Jaipur,North,2025-11-01,S006,Maintenance,76.73718981525516,9334.469984855239,10067.70279533769,254.3333215100953,170.72592340841464,40.964576019113856,30.915980990858213,533934.8183364877,MWh
ESG100088,F005,Ahmedabad Plant,Ahmedabad,West,2025-07-01,S059,Logistics,63893.2058320333,13556.88470914454,19541.723661504075,132.19676645597625,102.79253129183292,48.39591542576685,21.48578840936081,649081.9835155674,kWh
ESG100089,F005,Ahmedabad Plant,Ahmedabad,West,2025-05-01,S052,Logistics,65834.90404249779,7014.069277318218,9409.433600955861,88.85530018341377,49.673449998783425,59.75488664790498,19.728479321943656,309058.57243532257,kWh
ESG100090,F002,Mumbai Plant,Mumbai,West,2025-11-01,S027,Packaging,52908.77539269276,7881.019862210469,12633.249565850965,175.68837577948875,119.99992967421761,14.436632636512378,27.50292680556474,600867.1408627246,kWh
ESG100091,F002,Mumbai Plant,Mumbai,West,2025-05-01,S020,Chemicals,64430.99379794714,8530.533649461433,14034.118105151363,192.55851851802979,163.95481914468303,35.16068253543059,26.179025197385393,380147.314960587,kWh
ESG100092,F007,Hyderabad Plant,Hyderabad,South,2025-04-01,S036,Packaging,43265.89521399983,10380.009566033154,13657.52905575888,263.20395632269265,233.7291675982068,42.6906514693098,14.207006535419012,371233.8935135414,kWh
ESG100093,F008,Jaipur Plant,Jaipur,North,2026-01-01,S007,Packaging,79987.09550206654,17296.842716927535,12414.109065596815,254.77910032907374,155.07829816577828,34.82815169996829,32.825408386185785,425408.2367854287,kWh
ESG100094,F004,Chennai Plant,Chennai,South,2025-12-01,S017,Maintenance,53146.22871920405,13371.844632527791,15141.643140636068,165.51562530419773,101.10291635122353,53.137529647865655,19.684744739359797,815900.14180789,kWh
ESG100095,F002,Mumbai Plant,Mumbai,West,2026-01-01,S034,Maintenance,77997.87367394856,11080.026243750846,11039.11620492498,228.15785551908905,113.14234207961738,28.96274637324662,22.799811969203468,325787.4717519531,kWh
ESG100096,F004,Chennai Plant,Chennai,South,2025-09-01,S005,Logistics,79069.68960924086,11015.4599961338,11504.962032681738,188.41487145088786,96.7056223979401,39.2065530137096,27.5985243745684,428770.3941976307,kWh
ESG100097,F003,Pune Plant,Pune,West,2025-09-01,S016,Logistics,60318.08268668532,12659.48030395116,10822.240920940934,226.5622327784111,107.58804151934594,47.209990500181014,30.366238164170685,645622.4433355986,kWh
ESG100098,F001,Delhi Plant,Delhi,North,2025-11-01,S053,Raw Material,70281.79090362483,12300.607629785689,10502.861591132916,187.18086265730685,136.64398323007313,25.693785479237018,31.438865177327706,756369.130955047,kWh
ESG100099,F005,Ahmedabad Plant,Ahmedabad,West,2025-04-01,S019,Maintenance,101900.27761543082,17807.027515259233,11165.483705066285,171.30831581853568,112.50044662480191,33.734835951943026,47.82701205702984,,kWh
ESG100100,F001,Delhi Plant,Delhi,North,2026-02-01,S052,Logistics,44182.006092787946,14843.715960568941,15649.34216183124,188.55313820699584,159.80175134698368,32.51678193038308,15.48875130038892,304907.8334558065,kWh
ESG100101,F008,Jaipur Plant,Jaipur,North,2025-10-01,S023,Raw Material,69506.51183006512,17650.794069770905,7864.255349060192,191.0509585956365,140.58690016236952,49.37276135280929,22.739525454793874,374830.7234551008,kWh
ESG100102,F001,Delhi Plant,Delhi,North,2025-11-01,S048,Maintenance,54208.09150654902,14207.788700655612,11014.561753331596,73.4403195078708,44.63694889768486,27.98133632923627,17.69224525232565,128628.45001904678,kWh
ESG100103,F008,Jaipur Plant,Jaipur,North,2025-08-01,S029,Chemicals,63531.57010226431,14423.445896683856,13768.332947212586,221.69933531530614,187.1467584687656,41.82688750144624,28.368835191558237,379988.3995920341,kWh
ESG100104,F006,Kolkata Plant,Kolkata,East,2026-02-01,S009,Logistics,55452.63354091639,11974.006076285697,8992.229590762603,163.1497952097454,108.85632691912636,35.795499890230474,26.615931897485623,520741.62682935584,kWh
ESG100105,F006,Kolkata Plant,Kolkata,East,2026-03-01,S057,Chemicals,59510.1129448172,12007.461598892602,9032.409867196451,244.03214604897585,140.50156074791602,22.08261095991267,20.11414369540191,409807.56779983995,kWh
ESG100106,F003,Pune Plant,Pune,West,2025-09-01,S011,Logistics,46371.34114544932,8220.26089880962,12104.199006084767,150.40981851919324,72.59811402457562,38.2319531371252,13.207590454045732,406136.9348120377,kWh
ESG100107,F006,Kolkata Plant,Kolkata,East,2025-05-01,S031,Chemicals,69505.6902535989,8609.941180418498,8773.817239339587,262.4170625357802,122.8651717484638,28.595497644175012,25.31190345775702,394355.93139354873,kWh
ESG100108,F006,Kolkata Plant,Kolkata,East,2025-12-01,S056,Maintenance,40025.25434081062,10222.927728078004,5042.516731224558,129.05811073386207,98.94116898447727,40.90446839068966,19.107127258639714,528000.2152487135,kWh
ESG100109,F004,Chennai Plant,Chennai,South,2025-12-01,S022,Raw Material,40070.39353840184,9933.553068995669,11721.557851421394,100.62501089654836,57.99630949561647,38.933926446437695,13.514346156168614,222638.0914533873,kWh
ESG100110,F004,Chennai Plant,Chennai,South,2026-01-01,S042,Chemicals,115874.6397854487,15080.358286734208,11391.681318352392,173.59676799836208,136.28880160362738,43.79511264848111,33.43722490635164,637021.8691341891,kWh
ESG100111,F004,Chennai Plant,Chennai,South,2025-09-01,S001,Packaging,64592.07963866684,14328.474191406425,10753.938278900485,172.28624440325788,124.54829058365377,53.243129765427696,19.6809127773738,582082.6224934764,kWh
ESG100112,F002,Mumbai Plant,Mumbai,West,2025-10-01,S013,Raw Material,91947.1082862679,11147.073533018009,17087.777121566258,151.2855746071458,135.8376646204777,38.708577969185306,44.18866048669603,544044.0153410903,kWh
ESG100113,F005,Ahmedabad Plant,Ahmedabad,West,2025-12-01,S010,Raw Material,45126.607197957186,15626.925045571847,12717.832925430168,306.436493665714,230.55403494756223,26.79135939445129,11.680098911596854,453541.03699956543,kWh
ESG100114,F002,Mumbai Plant,Mumbai,West,2025-09-01,S042,Chemicals,41473.850940386095,3520.125455127435,14776.161022028336,174.21534914439007,85.2248270126749,44.64406760686008,22.099886611938626,520132.2858709631,kWh
ESG100115,F007,Hyderabad Plant,Hyderabad,South,2025-11-01,S029,Raw Material,85660.3620445086,9886.810394557628,12922.411390875382,201.7487214307927,169.1102626854334,43.3589678627094,32.882641551476716,340217.170730904,kWh
ESG100116,F006,Kolkata Plant,Kolkata,East,2025-04-01,S047,Chemicals,76.84884800363085,,11876.405265296755,99.13721978950794,69.83615322542062,37.84092666382698,39.061204862656865,320320.0676534333,MWh
ESG100117,F006,Kolkata Plant,Kolkata,East,2025-10-01,S031,Packaging,35523.152577342335,12461.372255198778,11965.949960111726,225.88605902065282,111.25946791217926,18.540780668289706,10.563100644576744,644947.9541618337,kWh
ESG100118,F002,Mumbai Plant,Mumbai,West,2026-03-01,S005,Maintenance,33047.68699942944,12807.24831642434,13782.164949391476,182.63021715130805,141.6871506683144,49.25044522840522,15.524570817794714,547899.7448907619,kWh
ESG100119,F001,Delhi Plant,Delhi,North,2025-12-01,S045,Packaging,60200.29908445736,13164.707091713182,14700.018580230291,29.78297498726556,26.52462491008737,2.3660867728756045,15.208626746481587,542085.9096716446,kWh
ESG100120,F004,Chennai Plant,Chennai,South,2025-10-01,S018,Packaging,67198.53285333286,15550.226864365333,15606.169803197847,212.5622130185348,134.40279492601337,37.045672787501616,16.95620530071628,90947.37723988068,kWh
ESG100121,F003,Pune Plant,Pune,West,2025-08-01,S037,Raw Material,67721.7476589098,13536.889671237064,10222.619047445933,173.93052081203837,113.82044845575106,11.632514958208954,21.44431032054361,335289.094849702,kWh
ESG100122,F005,Ahmedabad Plant,Ahmedabad,West,2025-12-01,S028,Chemicals,52666.2884385307,10545.33363497006,9889.036351300467,231.25888652277663,149.1030329502774,24.60170672061609,14.060619056064608,635371.7430010408,kWh
ESG100123,F002,Mumbai Plant,Mumbai,West,2025-10-01,S048,Packaging,51664.48866224446,9358.901656490409,13371.56040295832,289.36581850793345,220.69303681661643,39.6725862847337,19.051824884190836,523479.4267971151,kWh
ESG100124,F004,Chennai Plant,Chennai,South,2026-03-01,S034,Maintenance,52618.98856356681,10441.078091896825,12911.82699274319,163.80055110404697,108.1761340277805,51.74197908074626,25.403380878508692,560847.1210189902,kWh
ESG100125,F001,Delhi Plant,Delhi,North,2026-03-01,S057,Packaging,71143.5511530896,14449.345737915366,13143.03502873652,166.54918906583444,118.47942905553846,31.586823689104563,37.20385143627067,449144.21565736685,kWh
